datetime,difftime,segundos,valor,porcentaje,deconstruccion,aux1,aux2
2025-09-27 18:16:04,907.833154,907,403288.81,6.329037666,2,0,0
2025-09-27 18:16:05,909.116556,909,403272.88,6.32483626,2,0,0
2025-09-27 18:16:05,909.116556,909,403288.81,6.329037666,2,0,0
2025-09-27 18:16:06,909.841788,909,403272.88,6.32483626,2,0,0
2025-09-27 18:16:06,909.841788,909,403288.81,6.329037666,2,0,0
2025-09-27 18:16:06,910.667104,910,403272.88,6.32483626,2,0,0
2025-09-27 18:16:06,910.667104,910,403288.81,6.329037666,2,0,0
2025-09-27 18:16:07,911.474953,911,403272.88,6.32483626,2,0,0
2025-09-27 18:16:07,911.474953,911,403288.81,6.329037666,2,0,0
2025-09-27 18:16:09,913.289973,913,403272.88,6.32483626,2,0,0
2025-09-27 18:16:09,913.289973,913,403272.88,6.32483626,2,0,0
2025-09-27 18:16:11,914.828014,914,401944.3,5.974548956,2,0,0
2025-09-27 18:16:11,914.828915,914,403272.88,6.32483626,2,0,0
2025-09-27 18:16:11,915.498443,915,401944.3,5.974548956,2,0,0
2025-09-27 18:16:11,915.498443,915,401944.3,5.974548956,2,0,0
2025-09-27 18:16:12,916.132553,916,401944.3,5.974548956,2,0,0
2025-09-27 18:16:12,916.132553,916,401944.3,5.974548956,2,0,0
2025-09-27 18:16:13,916.987034,916,401944.3,5.974548956,2,0,0
2025-09-27 18:16:13,916.987034,916,401944.3,5.974548956,2,0,0
2025-09-27 18:16:13,917.695968,917,401944.3,5.974548956,2,0,0
2025-09-27 18:16:13,917.695968,917,401944.3,5.974548956,2,0,0
2025-09-27 18:16:15,918.932155,918,401944.3,5.974548956,2,0,0
2025-09-27 18:16:15,918.932155,918,401944.3,5.974548956,2,0,0
2025-09-27 18:16:15,919.717492,919,401944.3,5.974548956,2,0,0
2025-09-27 18:16:15,919.717492,919,401944.3,5.974548956,2,0,0
2025-09-27 18:16:16,920.375789,920,401944.3,5.974548956,2,0,0
2025-09-27 18:16:16,920.375789,920,401944.3,5.974548956,2,0,0
2025-09-27 18:16:17,921.021579,921,401944.3,5.974548956,2,0,0
2025-09-27 18:16:17,921.021579,921,401944.3,5.974548956,2,0,0
